study,antibody,virus,IC50
imprinted_2022,BD56-495,BQ.1.1,10.0
imprinted_2022,BD56-499,BQ.1.1,10.0
imprinted_2022,BD56-500,BQ.1.1,10.0
imprinted_2022,BD56-501,BQ.1.1,2.77
imprinted_2022,BD56-504,BQ.1.1,10.0
imprinted_2022,BD56-505,BQ.1.1,10.0
imprinted_2022,BD56-506,BQ.1.1,10.0
imprinted_2022,BD56-507,BQ.1.1,10.0
imprinted_2022,BD56-510,BQ.1.1,10.0
imprinted_2022,BD56-515,BQ.1.1,10.0
imprinted_2022,BD56-516,BQ.1.1,10.0
imprinted_2022,BD56-518,BQ.1.1,10.0
imprinted_2022,BD56-519,BQ.1.1,10.0
imprinted_2022,BD56-520,BQ.1.1,10.0
imprinted_2022,BD56-522,BQ.1.1,4.56
imprinted_2022,BD56-523,BQ.1.1,5.9
imprinted_2022,BD56-524,BQ.1.1,10.0
imprinted_2022,BD56-525,BQ.1.1,10.0
imprinted_2022,BD56-526,BQ.1.1,10.0
imprinted_2022,BD56-529,BQ.1.1,10.0
imprinted_2022,BD56-530,BQ.1.1,4.28
imprinted_2022,BD56-531,BQ.1.1,10.0
imprinted_2022,BD56-532,BQ.1.1,10.0
imprinted_2022,BD56-533,BQ.1.1,10.0
imprinted_2022,BD56-534,BQ.1.1,10.0
imprinted_2022,BD56-535,BQ.1.1,10.0
imprinted_2022,BD56-537,BQ.1.1,10.0
imprinted_2022,BD56-538,BQ.1.1,10.0
imprinted_2022,BD56-541,BQ.1.1,10.0
imprinted_2022,BD56-543,BQ.1.1,10.0
imprinted_2022,BD56-545,BQ.1.1,10.0
imprinted_2022,BD56-547,BQ.1.1,4.79
imprinted_2022,BD56-548,BQ.1.1,3.71
imprinted_2022,BD56-549,BQ.1.1,10.0
imprinted_2022,BD56-552,BQ.1.1,10.0
imprinted_2022,BD56-553,BQ.1.1,10.0
imprinted_2022,BD56-554,BQ.1.1,10.0
imprinted_2022,BD56-555,BQ.1.1,10.0
imprinted_2022,BD56-557,BQ.1.1,10.0
imprinted_2022,BD56-559,BQ.1.1,10.0
imprinted_2022,BD56-560,BQ.1.1,10.0
imprinted_2022,BD56-561,BQ.1.1,4.53
imprinted_2022,BD56-563,BQ.1.1,10.0
imprinted_2022,BD56-564,BQ.1.1,0.671
imprinted_2022,BD56-565,BQ.1.1,10.0
imprinted_2022,BD56-566,BQ.1.1,10.0
imprinted_2022,BD56-568,BQ.1.1,4.62
imprinted_2022,BD56-569,BQ.1.1,5.12
imprinted_2022,BD56-571,BQ.1.1,7.79
imprinted_2022,BD56-572,BQ.1.1,10.0
imprinted_2022,BD56-573,BQ.1.1,10.0
imprinted_2022,BD56-574,BQ.1.1,10.0
imprinted_2022,BD56-576,BQ.1.1,3.46
imprinted_2022,BD56-577,BQ.1.1,10.0
imprinted_2022,BD56-579,BQ.1.1,10.0
imprinted_2022,BD56-580,BQ.1.1,3.37
imprinted_2022,BD56-581,BQ.1.1,10.0
imprinted_2022,BD56-583,BQ.1.1,6.06
imprinted_2022,BD56-585,BQ.1.1,10.0
imprinted_2022,BD56-586,BQ.1.1,4.49
imprinted_2022,BD56-587,BQ.1.1,10.0
imprinted_2022,BD56-588,BQ.1.1,10.0
imprinted_2022,BD56-589,BQ.1.1,10.0
imprinted_2022,BD56-590,BQ.1.1,10.0
imprinted_2022,BD56-591,BQ.1.1,10.0
imprinted_2022,BD56-592,BQ.1.1,10.0
imprinted_2022,BD56-593,BQ.1.1,10.0
imprinted_2022,BD56-594,BQ.1.1,10.0
imprinted_2022,BD56-595,BQ.1.1,10.0
imprinted_2022,BD56-598,BQ.1.1,1.92
imprinted_2022,BD56-599,BQ.1.1,10.0
imprinted_2022,BD56-600,BQ.1.1,10.0
imprinted_2022,BD56-602,BQ.1.1,2.88
imprinted_2022,BD56-603,BQ.1.1,10.0
imprinted_2022,BD56-604,BQ.1.1,10.0
imprinted_2022,BD56-605,BQ.1.1,10.0
imprinted_2022,BD56-606,BQ.1.1,10.0
imprinted_2022,BD56-607,BQ.1.1,10.0
imprinted_2022,BD56-608,BQ.1.1,10.0
imprinted_2022,BD56-609,BQ.1.1,3.38
imprinted_2022,BD56-612,BQ.1.1,3.41
imprinted_2022,BD56-614,BQ.1.1,10.0
imprinted_2022,BD56-616,BQ.1.1,10.0
imprinted_2022,BD56-618,BQ.1.1,10.0
imprinted_2022,BD56-619,BQ.1.1,10.0
imprinted_2022,BD56-620,BQ.1.1,10.0
imprinted_2022,BD56-623,BQ.1.1,10.0
imprinted_2022,BD56-626,BQ.1.1,10.0
imprinted_2022,BD56-627,BQ.1.1,9.44
imprinted_2022,BD56-628,BQ.1.1,10.0
imprinted_2022,BD56-629,BQ.1.1,10.0
imprinted_2022,BD56-631,BQ.1.1,10.0
imprinted_2022,BD56-632,BQ.1.1,10.0
imprinted_2022,BD56-637,BQ.1.1,10.0
imprinted_2022,BD56-638,BQ.1.1,10.0
imprinted_2022,BD56-639,BQ.1.1,10.0
imprinted_2022,BD56-640,BQ.1.1,10.0
imprinted_2022,BD56-642,BQ.1.1,3.23
imprinted_2022,BD56-643,BQ.1.1,10.0
imprinted_2022,BD56-644,BQ.1.1,10.0
imprinted_2022,BD56-646,BQ.1.1,10.0
imprinted_2022,BD56-647,BQ.1.1,10.0
imprinted_2022,BD56-649,BQ.1.1,10.0
imprinted_2022,BD56-651,BQ.1.1,10.0
imprinted_2022,BD56-652,BQ.1.1,10.0
imprinted_2022,BD56-653,BQ.1.1,10.0
imprinted_2022,BD56-654,BQ.1.1,10.0
imprinted_2022,BD56-656,BQ.1.1,10.0
imprinted_2022,BD56-657,BQ.1.1,10.0
imprinted_2022,BD56-658,BQ.1.1,1.6
imprinted_2022,BD56-660,BQ.1.1,10.0
imprinted_2022,BD56-661,BQ.1.1,10.0
imprinted_2022,BD56-663,BQ.1.1,10.0
imprinted_2022,BD56-664,BQ.1.1,10.0
imprinted_2022,BD56-666,BQ.1.1,7.05
imprinted_2022,BD56-668,BQ.1.1,10.0
imprinted_2022,BD56-669,BQ.1.1,10.0
imprinted_2022,BD56-670,BQ.1.1,10.0
imprinted_2022,BD56-671,BQ.1.1,10.0
imprinted_2022,BD56-674,BQ.1.1,10.0
imprinted_2022,BD56-676,BQ.1.1,10.0
imprinted_2022,BD56-677,BQ.1.1,10.0
imprinted_2022,BD56-678,BQ.1.1,10.0
imprinted_2022,BD56-679,BQ.1.1,6.56
imprinted_2022,BD56-682,BQ.1.1,10.0
imprinted_2022,BD56-683,BQ.1.1,10.0
imprinted_2022,BD56-687,BQ.1.1,10.0
imprinted_2022,BD56-688,BQ.1.1,10.0
imprinted_2022,BD56-690,BQ.1.1,10.0
imprinted_2022,BD56-691,BQ.1.1,10.0
imprinted_2022,BD56-693,BQ.1.1,10.0
imprinted_2022,BD56-694,BQ.1.1,3.9
imprinted_2022,BD56-695,BQ.1.1,10.0
imprinted_2022,BD56-697,BQ.1.1,10.0
imprinted_2022,BD56-698,BQ.1.1,10.0
imprinted_2022,BD56-701,BQ.1.1,4.2
imprinted_2022,BD56-702,BQ.1.1,2.54
imprinted_2022,BD56-703,BQ.1.1,7.82
imprinted_2022,BD56-708,BQ.1.1,10.0
imprinted_2022,BD56-709,BQ.1.1,10.0
imprinted_2022,BD56-711,BQ.1.1,10.0
imprinted_2022,BD56-712,BQ.1.1,10.0
imprinted_2022,BD56-713,BQ.1.1,10.0
imprinted_2022,BD56-715,BQ.1.1,10.0
imprinted_2022,BD56-716,BQ.1.1,8.22
imprinted_2022,BD56-717,BQ.1.1,10.0
imprinted_2022,BD56-719,BQ.1.1,10.0
imprinted_2022,BD56-720,BQ.1.1,3.5
imprinted_2022,BD56-722,BQ.1.1,3.44
imprinted_2022,BD56-724,BQ.1.1,2.17
imprinted_2022,BD56-725,BQ.1.1,2.74
imprinted_2022,BD56-726,BQ.1.1,2.67
imprinted_2022,BD56-727,BQ.1.1,10.0
imprinted_2022,BD56-729,BQ.1.1,10.0
imprinted_2022,BD56-730,BQ.1.1,5.33
imprinted_2022,BD56-732,BQ.1.1,7.27
imprinted_2022,BD56-733,BQ.1.1,3.14
imprinted_2022,BD56-739,BQ.1.1,10.0
imprinted_2022,BD56-887,BQ.1.1,10.0
imprinted_2022,BD56-900,BQ.1.1,10.0
imprinted_2022,BD56-901,BQ.1.1,1.67
imprinted_2022,BD56-904,BQ.1.1,10.0
imprinted_2022,BD56-907,BQ.1.1,10.0
imprinted_2022,BD56-908,BQ.1.1,10.0
imprinted_2022,BD56-910,BQ.1.1,10.0
imprinted_2022,BD56-913,BQ.1.1,10.0
imprinted_2022,BD56-914,BQ.1.1,10.0
imprinted_2022,BD56-917,BQ.1.1,10.0
imprinted_2022,BD56-918,BQ.1.1,10.0
imprinted_2022,BD56-921,BQ.1.1,10.0
imprinted_2022,BD56-924,BQ.1.1,10.0
imprinted_2022,BD56-929,BQ.1.1,10.0
imprinted_2022,BD56-930,BQ.1.1,10.0
imprinted_2022,BD56-931,BQ.1.1,10.0
imprinted_2022,BD56-937,BQ.1.1,10.0
imprinted_2022,BD56-939,BQ.1.1,10.0
imprinted_2022,BD56-940,BQ.1.1,10.0
imprinted_2022,BD56-941,BQ.1.1,10.0
imprinted_2022,BD56-942,BQ.1.1,1.12
imprinted_2022,BD56-945,BQ.1.1,10.0
imprinted_2022,BD56-948,BQ.1.1,10.0
imprinted_2022,BD56-949,BQ.1.1,10.0
imprinted_2022,BD56-950,BQ.1.1,10.0
imprinted_2022,BD56-952,BQ.1.1,10.0
imprinted_2022,BD56-954,BQ.1.1,10.0
imprinted_2022,BD56-957,BQ.1.1,10.0
imprinted_2022,BD56-963,BQ.1.1,10.0
imprinted_2022,BD56-964,BQ.1.1,10.0
imprinted_2022,BD56-965,BQ.1.1,10.0
imprinted_2022,BD56-967,BQ.1.1,10.0
imprinted_2022,BD56-968,BQ.1.1,5.4
imprinted_2022,BD56-971,BQ.1.1,0.752
imprinted_2022,BD56-975,BQ.1.1,10.0
imprinted_2022,BD56-976,BQ.1.1,10.0
imprinted_2022,BD56-977,BQ.1.1,10.0
imprinted_2022,BD56-1038,BQ.1.1,10.0
imprinted_2022,BD56-1057,BQ.1.1,10.0
imprinted_2022,BD56-1061,BQ.1.1,10.0
imprinted_2022,BD56-1076,BQ.1.1,1.85
imprinted_2022,BD56-1091,BQ.1.1,10.0
imprinted_2022,BD56-1092,BQ.1.1,10.0
imprinted_2022,BD56-1097,BQ.1.1,10.0
imprinted_2022,BD58-0448,BQ.1.1,10.0
imprinted_2022,BD58-0571,BQ.1.1,10.0
imprinted_2022,BD58-0572,BQ.1.1,10.0
imprinted_2022,BD58-0573,BQ.1.1,0.869
imprinted_2022,BD58-0574,BQ.1.1,10.0
imprinted_2022,BD58-0575,BQ.1.1,10.0
imprinted_2022,BD58-0577,BQ.1.1,10.0
imprinted_2022,BD58-0578,BQ.1.1,10.0
imprinted_2022,BD58-0580,BQ.1.1,10.0
imprinted_2022,BD58-0586,BQ.1.1,10.0
imprinted_2022,BD58-0588,BQ.1.1,10.0
imprinted_2022,BD58-0589,BQ.1.1,10.0
imprinted_2022,BD56-1180,BQ.1.1,1.98
imprinted_2022,BD56-1181,BQ.1.1,0.0691
imprinted_2022,BD56-1192,BQ.1.1,0.539
imprinted_2022,BD56-1198,BQ.1.1,0.0197
imprinted_2022,BD56-1211,BQ.1.1,10.0
imprinted_2022,BD56-1220,BQ.1.1,3.46
imprinted_2022,BD56-1221,BQ.1.1,10.0
imprinted_2022,BD56-1223,BQ.1.1,10.0
imprinted_2022,BD56-1225,BQ.1.1,3.21
imprinted_2022,BD56-1228,BQ.1.1,10.0
imprinted_2022,BD56-1230,BQ.1.1,1.88
imprinted_2022,BD56-1231,BQ.1.1,10.0
imprinted_2022,BD56-1232,BQ.1.1,10.0
imprinted_2022,BD56-1233,BQ.1.1,10.0
imprinted_2022,BD56-1234,BQ.1.1,2.81
imprinted_2022,BD56-1235,BQ.1.1,10.0
imprinted_2022,BD56-1243,BQ.1.1,10.0
imprinted_2022,BD56-1246,BQ.1.1,2.25
imprinted_2022,BD56-1247,BQ.1.1,0.00543
imprinted_2022,BD56-1249,BQ.1.1,10.0
imprinted_2022,BD56-1251,BQ.1.1,10.0
imprinted_2022,BD56-1252,BQ.1.1,1.09
imprinted_2022,BD56-1254,BQ.1.1,10.0
imprinted_2022,BD56-1255,BQ.1.1,10.0
imprinted_2022,BD56-1256,BQ.1.1,10.0
imprinted_2022,BD56-1257,BQ.1.1,10.0
imprinted_2022,BD56-1258,BQ.1.1,10.0
imprinted_2022,BD56-1259,BQ.1.1,0.00507
imprinted_2022,BD56-1261,BQ.1.1,0.977
imprinted_2022,BD56-1262,BQ.1.1,10.0
imprinted_2022,BD56-1263,BQ.1.1,10.0
imprinted_2022,BD56-1265,BQ.1.1,10.0
imprinted_2022,BD56-1267,BQ.1.1,0.005
imprinted_2022,BD56-1268,BQ.1.1,10.0
imprinted_2022,BD56-1270,BQ.1.1,10.0
imprinted_2022,BD56-1271,BQ.1.1,10.0
imprinted_2022,BD56-1272,BQ.1.1,10.0
imprinted_2022,BD56-1273,BQ.1.1,10.0
imprinted_2022,BD56-1274,BQ.1.1,10.0
imprinted_2022,BD56-1276,BQ.1.1,10.0
imprinted_2022,BD56-1279,BQ.1.1,10.0
imprinted_2022,BD56-1280,BQ.1.1,0.217
imprinted_2022,BD56-1282,BQ.1.1,2.57
imprinted_2022,BD56-1283,BQ.1.1,10.0
imprinted_2022,BD56-1286,BQ.1.1,10.0
imprinted_2022,BD56-1287,BQ.1.1,10.0
imprinted_2022,BD56-1288,BQ.1.1,0.126
imprinted_2022,BD56-1289,BQ.1.1,0.0167
imprinted_2022,BD56-1290,BQ.1.1,10.0
imprinted_2022,BD56-1292,BQ.1.1,1.72
imprinted_2022,BD56-1293,BQ.1.1,2.95
imprinted_2022,BD56-1294,BQ.1.1,10.0
imprinted_2022,BD56-1297,BQ.1.1,10.0
imprinted_2022,BD56-1298,BQ.1.1,3.08
imprinted_2022,BD56-1299,BQ.1.1,3.6
imprinted_2022,BD56-1300,BQ.1.1,10.0
imprinted_2022,BD56-1301,BQ.1.1,10.0
imprinted_2022,BD56-1302,BQ.1.1,0.0149
imprinted_2022,BD56-1304,BQ.1.1,10.0
imprinted_2022,BD56-1305,BQ.1.1,10.0
imprinted_2022,BD56-1306,BQ.1.1,5.61
imprinted_2022,BD56-1307,BQ.1.1,10.0
imprinted_2022,BD56-1308,BQ.1.1,10.0
imprinted_2022,BD56-1309,BQ.1.1,10.0
imprinted_2022,BD56-1311,BQ.1.1,10.0
imprinted_2022,BD56-1312,BQ.1.1,2.91
imprinted_2022,BD56-1314,BQ.1.1,10.0
imprinted_2022,BD56-1315,BQ.1.1,10.0
imprinted_2022,BD56-1317,BQ.1.1,10.0
imprinted_2022,BD56-1318,BQ.1.1,10.0
imprinted_2022,BD56-1320,BQ.1.1,10.0
imprinted_2022,BD56-1321,BQ.1.1,3.05
imprinted_2022,BD56-1322,BQ.1.1,10.0
imprinted_2022,BD56-1323,BQ.1.1,10.0
imprinted_2022,BD56-1324,BQ.1.1,10.0
imprinted_2022,BD56-1325,BQ.1.1,10.0
imprinted_2022,BD56-1326,BQ.1.1,10.0
imprinted_2022,BD56-1327,BQ.1.1,10.0
imprinted_2022,BD56-1328,BQ.1.1,0.228
imprinted_2022,BD56-1329,BQ.1.1,5.89
imprinted_2022,BD56-1330,BQ.1.1,2.34
imprinted_2022,BD56-1331,BQ.1.1,1.96
imprinted_2022,BD56-1332,BQ.1.1,10.0
imprinted_2022,BD56-1333,BQ.1.1,0.468
imprinted_2022,BD56-1335,BQ.1.1,10.0
imprinted_2022,BD56-1336,BQ.1.1,10.0
imprinted_2022,BD56-1337,BQ.1.1,10.0
imprinted_2022,BD56-1338,BQ.1.1,5.23
imprinted_2022,BD56-1341,BQ.1.1,0.459
imprinted_2022,BD56-1342,BQ.1.1,10.0
imprinted_2022,BD56-1343,BQ.1.1,0.42
imprinted_2022,BD56-1344,BQ.1.1,10.0
imprinted_2022,BD56-1354,BQ.1.1,0.452
imprinted_2022,BD56-1382,BQ.1.1,3.85
imprinted_2022,BD56-1390,BQ.1.1,10.0
imprinted_2022,BD56-1391,BQ.1.1,10.0
imprinted_2022,BD56-1392,BQ.1.1,10.0
imprinted_2022,BD56-1397,BQ.1.1,10.0
imprinted_2022,BD56-1398,BQ.1.1,10.0
imprinted_2022,BD56-1399,BQ.1.1,10.0
imprinted_2022,BD56-1400,BQ.1.1,10.0
imprinted_2022,BD56-1401,BQ.1.1,10.0
imprinted_2022,BD56-1402,BQ.1.1,0.528
imprinted_2022,BD56-1403,BQ.1.1,10.0
imprinted_2022,BD56-1404,BQ.1.1,10.0
imprinted_2022,BD56-1405,BQ.1.1,0.528
imprinted_2022,BD56-1408,BQ.1.1,2.15
imprinted_2022,BD56-1409,BQ.1.1,10.0
imprinted_2022,BD56-1410,BQ.1.1,10.0
imprinted_2022,BD56-1413,BQ.1.1,10.0
imprinted_2022,BD56-1414,BQ.1.1,10.0
imprinted_2022,BD56-1416,BQ.1.1,2.35
imprinted_2022,BD56-1417,BQ.1.1,2.29
imprinted_2022,BD56-1419,BQ.1.1,10.0
imprinted_2022,BD56-1420,BQ.1.1,10.0
imprinted_2022,BD56-1423,BQ.1.1,10.0
imprinted_2022,BD56-1426,BQ.1.1,10.0
imprinted_2022,BD56-1427,BQ.1.1,10.0
imprinted_2022,BD56-1428,BQ.1.1,2.61
imprinted_2022,BD56-1429,BQ.1.1,10.0
imprinted_2022,BD56-1430,BQ.1.1,10.0
imprinted_2022,BD56-1431,BQ.1.1,2.12
imprinted_2022,BD56-1433,BQ.1.1,10.0
imprinted_2022,BD56-1435,BQ.1.1,10.0
imprinted_2022,BD56-1436,BQ.1.1,10.0
imprinted_2022,BD56-1437,BQ.1.1,10.0
imprinted_2022,BD56-1438,BQ.1.1,10.0
imprinted_2022,BD56-1439,BQ.1.1,10.0
imprinted_2022,BD56-1440,BQ.1.1,10.0
imprinted_2022,BD56-1441,BQ.1.1,10.0
imprinted_2022,BD56-1442,BQ.1.1,10.0
imprinted_2022,BD56-1443,BQ.1.1,10.0
imprinted_2022,BD56-1444,BQ.1.1,10.0
imprinted_2022,BD56-1445,BQ.1.1,10.0
imprinted_2022,BD56-1446,BQ.1.1,0.259
imprinted_2022,BD56-1447,BQ.1.1,10.0
imprinted_2022,BD56-1448,BQ.1.1,10.0
imprinted_2022,BD56-1450,BQ.1.1,10.0
imprinted_2022,BD56-1451,BQ.1.1,10.0
imprinted_2022,BD56-1452,BQ.1.1,10.0
imprinted_2022,BD56-1453,BQ.1.1,10.0
imprinted_2022,BD56-1455,BQ.1.1,10.0
imprinted_2022,BD56-1457,BQ.1.1,10.0
imprinted_2022,BD56-1458,BQ.1.1,10.0
imprinted_2022,BD56-1459,BQ.1.1,10.0
imprinted_2022,BD56-1460,BQ.1.1,10.0
imprinted_2022,BD56-1461,BQ.1.1,0.763
imprinted_2022,BD56-1462,BQ.1.1,10.0
imprinted_2022,BD56-1463,BQ.1.1,0.0498
imprinted_2022,BD56-1464,BQ.1.1,10.0
imprinted_2022,BD56-1466,BQ.1.1,10.0
imprinted_2022,BD56-1467,BQ.1.1,10.0
imprinted_2022,BD56-1468,BQ.1.1,10.0
imprinted_2022,BD56-1469,BQ.1.1,10.0
imprinted_2022,BD56-1470,BQ.1.1,10.0
imprinted_2022,BD56-1471,BQ.1.1,10.0
imprinted_2022,BD56-1472,BQ.1.1,10.0
imprinted_2022,BD56-1477,BQ.1.1,10.0
imprinted_2022,BD56-1478,BQ.1.1,1.75
imprinted_2022,BD56-1479,BQ.1.1,10.0
imprinted_2022,BD56-1481,BQ.1.1,10.0
imprinted_2022,BD56-1485,BQ.1.1,10.0
imprinted_2022,BD56-1486,BQ.1.1,10.0
imprinted_2022,BD56-1489,BQ.1.1,10.0
imprinted_2022,BD56-1493,BQ.1.1,10.0
imprinted_2022,BD56-1515,BQ.1.1,10.0
imprinted_2022,BD56-1517,BQ.1.1,10.0
imprinted_2022,BD56-1518,BQ.1.1,10.0
imprinted_2022,BD56-1519,BQ.1.1,10.0
imprinted_2022,BD56-1520,BQ.1.1,10.0
imprinted_2022,BD56-1521,BQ.1.1,10.0
imprinted_2022,BD56-1526,BQ.1.1,10.0
imprinted_2022,BD56-1527,BQ.1.1,10.0
imprinted_2022,BD56-1529,BQ.1.1,10.0
imprinted_2022,BD56-1531,BQ.1.1,10.0
imprinted_2022,BD56-1532,BQ.1.1,1.27
imprinted_2022,BD56-1533,BQ.1.1,0.58
imprinted_2022,BD56-1535,BQ.1.1,10.0
imprinted_2022,BD56-1537,BQ.1.1,3.02
imprinted_2022,BD56-1538,BQ.1.1,10.0
imprinted_2022,BD56-1539,BQ.1.1,4.97
imprinted_2022,BD56-1541,BQ.1.1,3.14
imprinted_2022,BD56-1542,BQ.1.1,10.0
imprinted_2022,BD56-1544,BQ.1.1,10.0
imprinted_2022,BD56-1545,BQ.1.1,3.26
imprinted_2022,BD56-1546,BQ.1.1,10.0
imprinted_2022,BD56-1547,BQ.1.1,10.0
imprinted_2022,BD56-1548,BQ.1.1,10.0
imprinted_2022,BD56-1549,BQ.1.1,10.0
imprinted_2022,BD56-1551,BQ.1.1,2.55
imprinted_2022,BD56-1552,BQ.1.1,10.0
imprinted_2022,BD56-1554,BQ.1.1,10.0
imprinted_2022,BD56-1556,BQ.1.1,10.0
imprinted_2022,BD56-1557,BQ.1.1,2.1
imprinted_2022,BD56-1559,BQ.1.1,10.0
imprinted_2022,BD56-1560,BQ.1.1,0.757
imprinted_2022,BD56-1562,BQ.1.1,10.0
imprinted_2022,BD56-1565,BQ.1.1,10.0
imprinted_2022,BD56-1566,BQ.1.1,10.0
imprinted_2022,BD56-1567,BQ.1.1,10.0
imprinted_2022,BD56-1568,BQ.1.1,10.0
imprinted_2022,BD56-1570,BQ.1.1,10.0
imprinted_2022,BD56-1572,BQ.1.1,1.06
imprinted_2022,BD56-1573,BQ.1.1,10.0
imprinted_2022,BD56-1574,BQ.1.1,10.0
imprinted_2022,BD56-1576,BQ.1.1,10.0
imprinted_2022,BD56-1579,BQ.1.1,5.07
imprinted_2022,BD56-1581,BQ.1.1,2.91
imprinted_2022,BD56-1583,BQ.1.1,10.0
imprinted_2022,BD56-1585,BQ.1.1,10.0
imprinted_2022,BD56-1586,BQ.1.1,10.0
imprinted_2022,BD56-1587,BQ.1.1,10.0
imprinted_2022,BD56-1590,BQ.1.1,2.35
imprinted_2022,BD56-1593,BQ.1.1,0.868
imprinted_2022,BD56-1594,BQ.1.1,10.0
imprinted_2022,BD56-1598,BQ.1.1,10.0
imprinted_2022,BD56-1599,BQ.1.1,10.0
imprinted_2022,BD56-1600,BQ.1.1,1.08
imprinted_2022,BD56-1601,BQ.1.1,10.0
imprinted_2022,BD56-1603,BQ.1.1,10.0
imprinted_2022,BD56-1604,BQ.1.1,10.0
imprinted_2022,BD56-1605,BQ.1.1,10.0
imprinted_2022,BD56-1606,BQ.1.1,10.0
imprinted_2022,BD56-1607,BQ.1.1,10.0
imprinted_2022,BD56-1608,BQ.1.1,10.0
imprinted_2022,BD56-1609,BQ.1.1,10.0
imprinted_2022,BD56-1610,BQ.1.1,10.0
imprinted_2022,BD56-1611,BQ.1.1,10.0
imprinted_2022,BD56-1612,BQ.1.1,10.0
imprinted_2022,BD56-1613,BQ.1.1,0.754
imprinted_2022,BD56-1614,BQ.1.1,10.0
imprinted_2022,BD56-1615,BQ.1.1,4.71
imprinted_2022,BD56-1616,BQ.1.1,10.0
imprinted_2022,BD56-1618,BQ.1.1,10.0
imprinted_2022,BD56-1619,BQ.1.1,10.0
imprinted_2022,BD56-1620,BQ.1.1,10.0
imprinted_2022,BD56-1621,BQ.1.1,2.91
imprinted_2022,BD56-1623,BQ.1.1,10.0
imprinted_2022,BD56-1624,BQ.1.1,10.0
imprinted_2022,BD56-1629,BQ.1.1,10.0
imprinted_2022,BD56-1630,BQ.1.1,10.0
imprinted_2022,BD56-1631,BQ.1.1,10.0
imprinted_2022,BD56-1635,BQ.1.1,10.0
imprinted_2022,BD56-1637,BQ.1.1,10.0
imprinted_2022,BD56-1638,BQ.1.1,10.0
imprinted_2022,BD56-1639,BQ.1.1,10.0
imprinted_2022,BD56-1640,BQ.1.1,10.0
imprinted_2022,BD56-1642,BQ.1.1,10.0
imprinted_2022,BD56-1647,BQ.1.1,10.0
imprinted_2022,BD56-1648,BQ.1.1,10.0
imprinted_2022,BD56-1651,BQ.1.1,10.0
imprinted_2022,BD56-1652,BQ.1.1,10.0
imprinted_2022,BD56-1655,BQ.1.1,10.0
imprinted_2022,BD56-1656,BQ.1.1,10.0
imprinted_2022,BD56-1657,BQ.1.1,10.0
imprinted_2022,BD56-1658,BQ.1.1,3.75
imprinted_2022,BD56-1659,BQ.1.1,10.0
imprinted_2022,BD56-1660,BQ.1.1,10.0
imprinted_2022,BD56-1661,BQ.1.1,10.0
imprinted_2022,BD56-1664,BQ.1.1,10.0
imprinted_2022,BD56-1666,BQ.1.1,10.0
imprinted_2022,BD56-1667,BQ.1.1,10.0
imprinted_2022,BD56-1669,BQ.1.1,10.0
imprinted_2022,BD56-1671,BQ.1.1,10.0
imprinted_2022,BD56-1672,BQ.1.1,10.0
imprinted_2022,BD56-1673,BQ.1.1,6.41
imprinted_2022,BD56-1674,BQ.1.1,10.0
imprinted_2022,BD56-1679,BQ.1.1,10.0
imprinted_2022,BD56-1680,BQ.1.1,10.0
imprinted_2022,BD56-1681,BQ.1.1,10.0
imprinted_2022,BD56-1682,BQ.1.1,10.0
imprinted_2022,BD56-1684,BQ.1.1,10.0
imprinted_2022,BD56-1685,BQ.1.1,10.0
imprinted_2022,BD56-1686,BQ.1.1,10.0
imprinted_2022,BD56-1688,BQ.1.1,1.51
imprinted_2022,BD56-1689,BQ.1.1,10.0
imprinted_2022,BD56-1691,BQ.1.1,10.0
imprinted_2022,BD56-1692,BQ.1.1,10.0
imprinted_2022,BD56-1693,BQ.1.1,10.0
imprinted_2022,BD56-1696,BQ.1.1,10.0
imprinted_2022,BD56-1697,BQ.1.1,0.0354
imprinted_2022,BD56-1699,BQ.1.1,10.0
imprinted_2022,BD56-1700,BQ.1.1,10.0
imprinted_2022,BD56-1701,BQ.1.1,10.0
imprinted_2022,BD56-1703,BQ.1.1,2.21
imprinted_2022,BD56-1705,BQ.1.1,10.0
imprinted_2022,BD56-1706,BQ.1.1,10.0
imprinted_2022,BD56-1709,BQ.1.1,10.0
imprinted_2022,BD56-1712,BQ.1.1,10.0
imprinted_2022,BD56-1713,BQ.1.1,10.0
imprinted_2022,BD56-1714,BQ.1.1,10.0
imprinted_2022,BD56-1715,BQ.1.1,10.0
imprinted_2022,BD56-1716,BQ.1.1,10.0
imprinted_2022,BD56-1717,BQ.1.1,3.45
imprinted_2022,BD56-1718,BQ.1.1,10.0
imprinted_2022,BD56-1719,BQ.1.1,10.0
imprinted_2022,BD56-1720,BQ.1.1,10.0
imprinted_2022,BD56-1721,BQ.1.1,10.0
imprinted_2022,BD56-1723,BQ.1.1,10.0
imprinted_2022,BD56-1724,BQ.1.1,10.0
imprinted_2022,BD56-1726,BQ.1.1,10.0
imprinted_2022,BD56-1727,BQ.1.1,10.0
imprinted_2022,BD56-1730,BQ.1.1,10.0
imprinted_2022,BD56-1731,BQ.1.1,8.69
imprinted_2022,BD56-1734,BQ.1.1,10.0
imprinted_2022,BD56-1735,BQ.1.1,10.0
imprinted_2022,BD56-1736,BQ.1.1,10.0
imprinted_2022,BD56-1738,BQ.1.1,10.0
imprinted_2022,BD56-1740,BQ.1.1,10.0
imprinted_2022,BD56-1741,BQ.1.1,10.0
